id,Provider.ID,Hospital.Name,Location,Measure.Response.OP_17,Measure.Response.SM_PART_NURSE,Measure.Response.OP_25,Measure.Response.SM_PART_STROKE,Measure.Response.SM_PART_CARD,Measure.Response.OP_12,Measure.Response.SM_PART_GEN_SURG,Measure.Response.ACS_REGISTRY,DRG.Definition,Provider.Name,Provider.Street.Address,Provider.City,Provider.State,Provider.Zip.Code,Hospital.Referral.Region.Description,Total.Discharges,Average.Covered.Charges,Average.Total.Payments,Average.Medicare.Payments
1759,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,20,"$58,560.85 ","$17,211.10 ","$16,535.10 "
1765,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,27,"$71,444.96 ","$15,257.74 ","$14,382.03 "
1767,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,14,"$52,486.07 ","$8,993.57 ","$8,187.28 "
1780,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,22,"$141,752.59 ","$33,875.90 ","$33,209.90 "
1782,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,27,"$77,807.88 ","$16,426.51 ","$15,597.48 "
1787,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,15,"$89,353.60 ","$19,069.93 ","$18,673.66 "
1788,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,18,"$36,376.72 ","$9,414.33 ","$8,479.88 "
1790,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,15,"$43,731.46 ","$9,028.00 ","$8,133.06 "
1797,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,16,"$52,095.00 ","$13,166.12 ","$10,980.87 "
1799,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,23,"$41,461.82 ","$11,281.47 ","$9,527.91 "
1813,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD
SAVANNAH, GA 31419
(31.985432182000068, -81.15294189099995)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,69,"$41,720.01 ","$10,634.81 ","$9,273.18 "
1928,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,41,"$66,937.63 ","$13,833.14 ","$12,874.60 "
1935,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,14,"$106,818.00 ","$23,177.00 ","$22,135.07 "
1945,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,27,"$50,975.51 ","$12,465.66 ","$11,506.11 "
1960,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,252 - OTHER VASCULAR PROCEDURES W MCC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,16,"$76,740.56 ","$22,222.75 ","$21,446.50 "
1963,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,253 - OTHER VASCULAR PROCEDURES W CC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,15,"$67,517.33 ","$17,707.73 ","$14,603.26 "
1978,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,18,"$54,919.83 ","$20,279.66 ","$15,407.72 "
1985,110054,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233
ROME, GA 30162
(34.27626431500005, -85.18189616199999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,Y,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,19,"$95,744.94 ","$26,311.47 ","$18,197.84 "
2033,110064,MIDTOWN MEDICAL CENTER,"710 CENTER ST BOX 951
COLUMBUS, GA 31901
(32.482284578000076, -84.98003968099994)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,28,"$36,909.14 ","$21,672.32 ","$20,616.57 "
2036,110064,MIDTOWN MEDICAL CENTER,"710 CENTER ST BOX 951
COLUMBUS, GA 31901
(32.482284578000076, -84.98003968099994)",Yes,Y,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,14,"$65,150.07 ","$21,369.85 ","$20,626.50 "
2057,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,19,"$43,719.31 ","$10,563.89 ","$9,498.21 "
2061,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,16,"$21,446.00 ","$6,863.50 ","$5,762.43 "
2099,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,11,"$29,729.72 ","$9,496.72 ","$8,323.81 "
2107,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,43,"$44,324.20 ","$11,982.25 ","$10,393.39 "
2118,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,23,"$42,559.56 ","$15,051.21 ","$13,968.04 "
2127,110069,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD
WARNER ROBINS, GA 31093
(32.61818354300004, -83.63034087999995)",Yes,N,Yes,N,Does not have a Cardiac Surgery Program,No,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,24,"$78,228.79 ","$35,072.25 ","$32,069.95 "
2193,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,22,"$46,760.36 ","$13,229.18 ","$11,078.13 "
2198,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,21,"$37,021.90 ","$7,768.28 ","$5,645.00 "
2201,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,252 - OTHER VASCULAR PROCEDURES W MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,45,"$62,808.00 ","$19,510.42 ","$18,196.00 "
2216,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,47,"$47,706.29 ","$11,424.59 ","$9,516.63 "
2217,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,253 - OTHER VASCULAR PROCEDURES W CC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,36,"$45,407.30 ","$14,844.38 ","$13,968.38 "
2220,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,29,"$116,117.06 ","$36,099.75 ","$35,215.10 "
2233,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,27,"$48,044.66 ","$11,121.29 ","$9,139.55 "
2237,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,23,"$49,779.04 ","$15,907.17 ","$15,032.39 "
2239,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,57,"$56,561.29 ","$15,820.87 ","$14,980.66 "
2240,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,46,"$53,516.41 ","$13,104.80 ","$10,205.28 "
2255,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,38,"$84,693.50 ","$21,406.21 ","$18,548.81 "
2260,110074,ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE
ATHENS, GA 30606
(33.962392874000045, -83.39796251099995)",Yes,Y,Yes,Y,Y,Yes,Y,NA,254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,23,"$38,965.52 ","$10,420.47 ","$9,540.13 "
2272,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,18,"$65,786.16 ","$12,539.83 ","$9,270.61 "
2275,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,13,"$124,496.76 ","$34,799.92 ","$34,105.76 "
2314,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,13,"$81,435.00 ","$13,482.15 ","$10,795.46 "
2317,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,11,"$55,615.63 ","$7,567.45 ","$6,650.00 "
2322,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,17,"$83,316.88 ","$16,597.88 ","$15,604.70 "
2328,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD
STATESBORO, GA 30458
(32.415213710000046, -81.76871553199999)",No,N,Yes,N,Does not have a Cardiac Surgery Program,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,12,"$74,841.91 ","$17,087.66 ","$16,147.00 "
2344,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,29,"$95,180.13 ","$37,607.10 ","$36,715.96 "
2349,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,53,"$57,483.64 ","$21,507.45 ","$20,791.81 "
2376,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,12,"$40,083.50 ","$14,022.83 ","$11,361.08 "
2378,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,34,"$60,414.41 ","$16,999.52 ","$16,175.61 "
2380,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,12,"$80,006.00 ","$22,179.75 ","$21,241.75 "
2420,110076,DEKALB MEDICAL CENTER,"2701 N DECATUR ROAD
DECATUR, GA 30033
(33.79197269800005, -84.28361898899999)",Yes,N,Yes,Y,Does not have a Cardiac Surgery Program,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,37,"$46,772.02 ","$18,099.16 ","$16,946.29 "
2426,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,61,"$35,139.54 ","$12,525.67 ","$11,367.49 "
2429,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,252 - OTHER VASCULAR PROCEDURES W MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,91,"$40,921.95 ","$21,212.65 ","$20,308.31 "
2437,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,253 - OTHER VASCULAR PROCEDURES W CC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,25,"$48,437.16 ","$17,341.68 ","$14,659.84 "
2444,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,21,"$100,781.38 ","$39,523.57 ","$38,770.38 "
2456,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,20,"$54,979.20 ","$21,827.70 ","$19,592.10 "
2468,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,26,"$32,947.03 ","$18,526.23 ","$17,835.76 "
2470,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,51,"$38,415.23 ","$14,314.41 ","$11,993.56 "
2472,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,31,"$63,937.32 ","$19,264.96 ","$17,631.93 "
2477,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE ST NE
ATLANTA, GA 30308
(33.76952665500005, -84.38517962799995)",Yes,Y,Yes,Y,Y,Yes,N,NA,244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,25,"$20,887.08 ","$14,268.08 ","$13,367.60 "
